X,Y,OBJECTID,SH,RS,RP,siteRef,lane,type,percentHeavy,equipmentCurrent,description,region,acceptedDays,AADT5yearsAgo,AADT4yearsAgo,AADT3yearsAgo,AADT2yearsAgo,AADT1yearAgo,siteType
1570900.3785,5184906.3554,1569,74,0,5.92000007629395,07409005,Both,Continuous,,Dual Loop,QE II Drive East Of Main Nth Rd,11 - Canterbury,,22070,20508,20398,15096,,Regional Continuous
1573114.5227,5184742.4639,1570,74,0,8.14000034332275,07409008,Both,Continuous,3.5,Dual Loop,QE II East of Marshland Rd RAB,11 - Canterbury,348,24169,21921,21634,20359,18787,Regional Continuous
1575453.6104,5184394.6435,1571,74,0,10.539999961853,07409010,Both,Continuous,4.2,Dual Loop,Travis Rd Bassett St & ANZAC Drive,11 - Canterbury,340,21907,18812,19154,18508,17328,Regional Continuous
1575873.452,5183977.8154,1572,74,0,11.4099998474121,07409011,Both,Non-Continuous,3.8,Dual Loop,ANZAC Drive Frost Rd to New Brighton Rd,11 - Canterbury,28,15286,14978,15495,15622,15166,Regional Non-Continuous
1576460.2372,5183040.198,1573,74,0,12.7299995422363,07409012,Both,Non-Continuous,5.2,Dual Loop,ANZAC Drive Sth East of Wainoni Rd,11 - Canterbury,28,14169,12494,12417,12342,11912,Regional Non-Continuous
1577457.8844,5180925.0633,1574,74,0,15.1800003051758,07409014,Both,Non-Continuous,5,Dual Loop,ANZAC Drive Nth of Breezes Rd,11 - Canterbury,28,13024,11832,11586,11935,11319,Regional Non-Continuous
1576327.3695,5179797.4841,1575,74,0,16.8299999237061,07409017,Both,Non-Continuous,8.7,Dual Loop,ANZAC Drive (South of Breezes Rd RAB),11 - Canterbury,28,16927,16178,15612,16362,15864,Regional Non-Continuous
1575194.8745,5178149.1077,1576,74,0,18.7199993133545,07409018,Both,Non-Continuous,6.6,Dual Loop,Dyers Rd Sth of Linwood Avenue,11 - Canterbury,28,14407,14234,14399,13279,12851,Regional Non-Continuous
1575244.9215,5176192.8915,1577,74,19,0.600000023841858,07409019,Both,Non-Continuous,10.4,Single Loop,Tunnel Rd - Railway Overbridge,11 - Canterbury,28,7865,7723,7296,7780,7260,Regional Non-Continuous
1575888.699,5175159.3312,1578,74,22,0.5,07409022,Both,Non-Continuous,13.9,Dual Loop,Tunnel Rd Sth of Port Hills Rd Interchange,11 - Canterbury,28,9912,10239,10301,10283,9359,Regional Non-Continuous
1576338.5584,5174048.7984,1579,74,22,1.79999995231628,07409025,Both,National,13.7,Telemetry,LYTTLETON TUNNEL - Telemetry Site 114 ,11 - Canterbury,364,11433,12008,12120,11928,10745,Telemetry
1577366.2141,5172146.6177,1580,74,26,0.25,07409026,Both,Non-Continuous,14.6,Dual Loop,Lyttelton - Norwich Quay Opposite Shell Service Station,11 - Canterbury,28,7637,7842,8218,8425,7520,Regional Non-Continuous
1569327.9217,5187743.2498,1581,74,0,1.58000004291534,07419002,Inc,Continuous,3,Dual Loop,Main Nth Rd - Styx - Sth of Radcliffe Rd Inc,11 - Canterbury,330,18096,16972,15169,14854,13461,Regional Continuous
1569004.0859,5185767.9876,1582,74,0,3.4300000667572,07419003,Inc,Continuous,2.7,Dual Loop,Main Nth Rd Sth of Tuckers Rd - Inc,11 - Canterbury,361,17179,16493,16322,15656,13693,Regional Continuous
1572307.8367,5184757.442,1583,74,0,7.30999994277954,07419007,Inc,Continuous,3.8,Dual Loop,QE II Drive Innes Rd Between RABs (Innes Rd & Marshland Rd) - (Inc),11 - Canterbury,365,15181,14541,14927,13485,12205,Regional Continuous
1575214.9466,5175840.032,1584,74,19,2.29999995231628,07419020,Inc,Non-Continuous,6.7,Dual Loop,Tunnel Rd Port Hills Rd Interchange - Inc,11 - Canterbury,28,2099,2207,2210,2231,1888,Regional Non-Continuous
1569327.9216,5187747.2483,1585,74,0,1.58000004291534,07429002,Dec,Continuous,2.8,Dual Loop,Main Nth Rd - Styx - Sth of Radcliffe Rd Dec,11 - Canterbury,330,17547,17072,15924,15841,13788,Regional Continuous
1569004.0859,5185767.9876,1586,74,0,3.4300000667572,07429003,Dec,Continuous,2.7,Dual Loop,Main Nth Rd Sth of Tuckers Rd - Dec,11 - Canterbury,361,16832,16334,16441,16533,14314,Regional Continuous
1572307.8367,5184757.442,1587,74,0,7.30999994277954,07429007,Dec,Continuous,3.2,Dual Loop,QE II Drive Innes Rd Between RABs (Innes Rd & Marshland Rd)- (Dec),11 - Canterbury,365,15832,14895,14656,13630,12025,Regional Continuous
1575214.9466,5175840.032,1588,74,19,2.40000009536743,07429020,Dec,Non-Continuous,5.1,Dual Loop,Tunnel Rd Port Hills Rd Interchange - Dec,11 - Canterbury,28,2380,2351,2061,2151,1651,Regional Non-Continuous
1575179.9639,5175757.064,1589,74,19,2.59999990463257,07430021,Ramp,Non-Continuous,14.3,Dual Loop,On Ramp Port Hills Rd Interchange - Inc - R2,11 - Canterbury,28,5065,4731,4286,4847,4684,Regional Non-Continuous
1575259.9343,5175683.0967,1590,74,19,2.40000009536743,07439021,Ramp,Non-Continuous,20,Dual Loop,On Ramp Port Hills Rd Interchange - Inc - R2,11 - Canterbury,28,3520,2983,2463,2699,2716,Regional Non-Continuous
1576227.5974,5174210.7283,1591,74,22,1.57000005245209,07439022,Ramp,Virtual,9.1,Virtual,Tunnel Rd Sth of Porthill Rd Int Inc On Ramp R1,11 - Canterbury,,759,820,823,,651,Virtual
1575264.9326,5175675.1001,1592,74,19,2.41000008583069,07449021,Ramp,Non-Continuous,18.3,Tube,Off Ramp Port Hills Rd Interchange - Dec - R3,11 - Canterbury,28,2889,2842,2983,,3028,Regional Non-Continuous
1576275.5784,5174195.7363,1593,74,22,1.57000005245209,07449023,Ramp,Non-Continuous,9.1,Tube,Tunnel Portal at Heathcote Dec Off Ramp R2,11 - Canterbury,28,759,820,823,,651,Regional Non-Continuous
1575366.8959,5175552.1533,1594,74,19,2.5699999332428,07459021,Ramp,Non-Continuous,6.5,Dual Loop,On Ramp Port Hills Rd Interchange - Dec - R4,11 - Canterbury,28,1932,1913,1878,1996,2375,Regional Non-Continuous
1575259.9343,5175683.0967,1595,74,19,2.40000009536743,07469021,Ramp,Non-Continuous,6.3,Tube,Off Ramp Port Hills Rd Interchange - Inc - R1,11 - Canterbury,28,1623,1503,1557,,1526,Regional Non-Continuous
1575894.4395,5184194.7304,1596,74,0,11,07480011,Ramp,Virtual,3.8,Virtual,Virtual Site on Frost Rd RAB,11 - Canterbury,,15286,14978,15495,15622,15166,Virtual
1575875.4633,5183376.0527,1597,74,0,11.8000001907349,07488012,Ramp,Virtual,5.2,Virtual,Virtual site on New Brighton Rd RAB,11 - Canterbury,,14169,12494,12417,12342,11912,Virtual
1575062.9473,5177549.3426,1598,74,19,0.449999988079071,07488019,Ramp,Virtual,10.4,Virtual,Virtual site on RAB,11 - Canterbury,,7865,7723,7296,7780,7260,Virtual
1572044.9396,5184723.4497,1599,74,0,7.07000017166138,07489007,Ramp,Virtual,,Virtual,Virtual Site on Innes Rd RAB,11 - Canterbury,,17362,16468,16332,,,Virtual
1577292.9611,5180515.2233,1600,74,0,15.3299999237061,07489016,Ramp,Virtual,5,Virtual,Virtual on Breeze Rd RAB,11 - Canterbury,,13024,11832,11586,11935,11319,Virtual
1574889.0007,5178044.1397,1601,74A,0,0.270000010728836,74A00000,Both,Non-Continuous,7.3,Dual Loop,Palinurus Rd Nth East of Ferry Rd,11 - Canterbury,28,8052,7570,7397,7528,7057,Regional Non-Continuous
1574490.1771,5177553.3218,1602,74A,0,0.910000026226044,74A00001,Both,Non-Continuous,5.1,Dual Loop,Rutherford St Sth West of Ferry Rd,11 - Canterbury,28,15324,14836,14723,15382,14659,Regional Non-Continuous
1573661.514,5177402.3532,1603,74A,0,1.87000000476837,74A00002,Both,Non-Continuous,6,Dual Loop,Garlands Rd Sth East of Opawa Rd,11 - Canterbury,28,16734,16804,16447,16367,16166,Regional Non-Continuous
1570534.4246,5190267.3163,1604,74M,327,3.38000011444092,74M10330,Inc,Non-Continuous,4.2,Dual Loop,Sth of Dickeys Rd - Sth Bound Lanes,11 - Canterbury,27,20587,18518,10534,9993,9012,Regional Non-Continuous
1570024.6328,5189195.7137,1605,74M,327,4.59000015258789,74M10332,Inc,Non-Continuous,4.4,Dual Loop,Nth of Johns Rd (Inc),11 - Canterbury,27,23395,21347,13727,13318,12402,Regional Non-Continuous
1570534.4246,5190267.3163,1606,74M,327,3.38000011444092,74M20330,Dec,Non-Continuous,5.5,Dual Loop,Sth of Dickeys Rd - Nth Bound Lanes,11 - Canterbury,27,20157,18328,10937,11035,9558,Regional Non-Continuous
1570024.6328,5189195.7137,1607,74M,327,4.59000015258789,74M20332,Dec,Non-Continuous,4,Dual Loop,Nth of Johns Rd (Dec),11 - Canterbury,27,22870,20936,13625,13792,10778,Regional Non-Continuous
1566884.1556,5177757.9582,1608,75,0,1.05999994277954,07500001,Both,Non-Continuous,2.8,Dual Loop,Christchurch - Nth-west of Curletts River Bridge,11 - Canterbury,30,14446,14200,14751,15457,13333,Regional Non-Continuous
1566994.1288,5177394.1009,1609,75,0,1.53999996185303,07500002,Both,Non-Continuous,3.3,Single Loop,Christchurch - Halswell Rd Nth of Tankerville Rd,11 - Canterbury,30,23559,22818,22735,24680,21515,Regional Non-Continuous
1565605.7216,5176032.5608,1610,75,0,3.5,07500004,Both,Non-Continuous,2.2,Dual Loop,Christchurch - Halswell Rd Nth of Dunbars Rd,11 - Canterbury,30,17746,18681,17646,19496,16626,Regional Non-Continuous
1565255.9405,5174296.2032,1611,75,0,5.01000022888184,07500005,Both,Non-Continuous,3.2,Dual Loop,Christchurch - Halswell Rd Sth of Nicholls Rd,11 - Canterbury,30,10977,11496,11642,12013,11292,Regional Non-Continuous
1565310.9409,5173880.364,1612,75,0,5.8600001335144,07500006,Both,Non-Continuous,7.6,Single Loop,Christchurch - Halswell Rd Sth of Halswell Junction Rd,11 - Canterbury,30,11895,11584,12463,12809,11663,Regional Non-Continuous
1564754.1953,5173109.6286,1613,75,0,6.88000011444092,07500007,Both,Continuous,3.3,Dual Loop,Christchurch - Halswell Rd Sth of Glovers Rd,11 - Canterbury,364,7645,8226,8494,8834,8215,Regional Continuous
1564501.3282,5172456.8632,1614,75,0,7.57000017166138,07500008,Both,Non-Continuous,7.9,Single Loop,Halswell Rd - Sth of Candys Rd,11 - Canterbury,30,7440,7851,7808,8261,7798,Regional Non-Continuous
1564427.3969,5171743.1308,1615,75,8,0,07500009,Both,Non-Continuous,3.9,Dual Loop,Nth of Halswell River (Leadleys Bridge),11 - Canterbury,28,6084,7062,6412,6794,6522,Regional Non-Continuous
1563599.1204,5165517.4631,1616,75,14,0.159999996423721,07500014,Both,Non-Continuous,8.1,Single Loop,Tai Tapu Township - Sth of Old Tai Tapu Rd,11 - Canterbury,30,4739,4750,4811,4763,4480,Regional Non-Continuous
1563989.1092,5163631.2219,1617,75,14,2.20000004768372,07500016,Both,Non-Continuous,9.4,Tube,Tai Tapu - Nth of McCartneys Rd,11 - Canterbury,30,4036,4131,3910,3837,3713,Regional Non-Continuous
1568761.7108,5157109.2205,1618,75,24,1.99000000953674,07500026,Both,Continuous,6.3,Dual Loop,Motukarara - East of McQueens Valley Rd,11 - Canterbury,365,3100,3142,3163,3060,2606,Regional Continuous
1583638.5345,5154197.6883,1619,75,52,0,07500052,Both,Non-Continuous,10.6,Tube,Little River - Okana River Bridge,11 - Canterbury,30,2458,2377,2390,2238,2144,Regional Non-Continuous
1588502.2581,5155213.5694,1620,75,52,7.37099981307983,07500055,Both,Non-Continuous,11,Tube,490 metres Sthwest of Puaha Rd,11 - Canterbury,30,2187,2125,2141,2007,1852,Regional Non-Continuous
1589568.7317,5155812.363,1621,75,61,0.400000005960464,07500062,Both,Non-Continuous,9.5,Dual Loop,Hilltop - Just Past Hotel,11 - Canterbury,28,1770,1656,1726,1699,1519,Regional Non-Continuous
1594472.449,5155795.6594,1622,75,61,8.39999961853027,07500070,Both,Non-Continuous,9.7,Tube,40 metres Nth of Pawsons Stream Bridge,11 - Canterbury,30,2153,2079,2093,2256,1912,Regional Non-Continuous
1596920.3579,5154426.4416,1623,75,61,12.1000003814697,07500073,Both,Non-Continuous,9.9,Tube,Robinsons Bay - East of Robinsons Valley Rd,11 - Canterbury,28,2148,2075,2107,1989,1908,Regional Non-Continuous
1574968.0485,5175784.0453,1624,76,0,0.699999988079071,07600000,Both,Continuous,12.5,Dual Loop,Port Hills Rd Sth East of Chapmans Rd,11 - Canterbury,364,11854,11289,12315,12174,11203,Regional Continuous
1573975.4219,5176479.7307,1625,76,0,1.37999999523163,07600001,Both,Non-Continuous,11.8,Dual Loop,Port Hills Rd Sth East of Curries Rd,11 - Canterbury,28,12322,12172,12188,12415,11657,Regional Non-Continuous
1573479.5918,5177256.4045,1626,76,0,2.30999994277954,07600002,Both,Non-Continuous,11.9,Dual Loop,Opawa Rd Sth East of Garlands Rd,11 - Canterbury,28,11412,11191,11283,11492,10686,Regional Non-Continuous
1572926.79,5177870.1427,1627,76,3,0.730000019073486,07600003,Both,Non-Continuous,9.5,Dual Loop,Brougham St East of Ensors Rd,11 - Canterbury,28,22246,22176,21914,22018,21183,Regional Non-Continuous
1561396.2461,5177346.885,1628,76,11,5.69999980926514,07600017,Both,Continuous,9.8,Dual Loop,Halswell Jnctn Road btwn Springs & Shands,11 - Canterbury,365,25168,25516,24017,25164,19579,Regional Continuous
1560626.4978,5178052.5931,1629,76,11,6.80000019073486,07600018,Both,Continuous,13.1,Dual Loop,Halswell Jnctn Road btwn Shands & SH1 jnctn,11 - Canterbury,365,15178,15495,15909,15511,11486,Regional Continuous
1572377.9966,5178181.0014,1630,76,3,1.27999997138977,07610004,Inc,Continuous,7.3,Dual Loop,Brougham St East of Opawa Rd - Inc,11 - Canterbury,28,16102,17274,16562,16993,15748,Regional Continuous
1571689.2642,5178305.9284,1631,76,3,1.98000001907349,07610005,Inc,Continuous,10.4,Dual Loop,Brougham St East of Waltham Rd - Inc,11 - Canterbury,28,16474,16664,15910,16292,15570,Regional Continuous
1571294.4192,5178319.9089,1632,76,3,2.38000011444092,07610006,Inc,Continuous,7.7,Dual Loop,Brougham St West of Waltham Rd - Inc,11 - Canterbury,28,20151,21705,20411,20945,19516,Regional Continuous
1570087.8927,5178306.8703,1633,76,3,3.57999992370605,07610007,Inc,Non-Continuous,8.5,Dual Loop,Brougham St West of Montreal St - Inc,11 - Canterbury,28,24174,23131,23142,23484,20074,Regional Non-Continuous
1568391.5554,5178235.8334,1634,76,3,5.30000019073486,07610008,Inc,Non-Continuous,7.5,Dual Loop,Brougham Street Barrington St Overbridge Inc,11 - Canterbury,21,18191,19089,19188,19539,17422,Regional Non-Continuous
1567550.8755,5178349.7575,1635,76,3,6.15000009536743,07610010,Inc,Continuous,5.6,Dual Loop,Sthern Motorway West of Wrights Rd Underpass-Inc,11 - Canterbury,364,22021,22909,22902,21592,19965,Regional Continuous
1564397.1538,5176626.2843,1636,76,11,2.29999995231628,07610013,Inc,Continuous,5.9,Dual Loop,E of Dunbars overbridge Inc,11 - Canterbury,364,14770,15403,14999,14362,13408,Regional Continuous
1572377.9966,5178181.0014,1637,76,3,1.27999997138977,07620004,Dec,Continuous,7.1,Dual Loop,Brougham St East of Opawa Rd - Dec,11 - Canterbury,28,19008,18749,17960,18099,15826,Regional Continuous
1571689.2642,5178305.9284,1638,76,3,1.98000001907349,07620005,Dec,Continuous,8.1,Dual Loop,Brougham St East of Waltham Rd - Dec,11 - Canterbury,28,16632,16726,16084,16087,14871,Regional Continuous
1571294.4192,5178319.9089,1639,76,3,2.38000011444092,07620006,Dec,Continuous,9.1,Dual Loop,Brougham St West of Waltham Rd - Dec,11 - Canterbury,28,18680,20296,19161,19168,17507,Regional Continuous
1570087.8927,5178306.8703,1640,76,3,3.57999992370605,07620007,Dec,Non-Continuous,7.3,Dual Loop,Brougham St West of Montreal St - Dec,11 - Canterbury,28,23018,23414,22653,23215,21138,Regional Non-Continuous
1568392.5546,5178247.8289,1641,76,3,5.30000019073486,07620008,Dec,Non-Continuous,12.2,Dual Loop,Brougham Street Barrington St Overbridge Dec,11 - Canterbury,28,17030,17476,17566,17613,16436,Regional Non-Continuous
1567552.8742,5178362.7526,1642,76,3,6.15000009536743,07620010,Dec,Continuous,6.3,Dual Loop,Sthern Motorway West of Wrights Rd Underpass-Dec,11 - Canterbury,364,21797,22422,22319,21658,20369,Regional Continuous
1564397.1538,5176626.2843,1643,76,11,2.29999995231628,07620013,Dec,Continuous,6.3,Dual Loop,E of Dunbars overbridge Dec,11 - Canterbury,364,14616,15188,14811,14375,14493,Regional Continuous
1575176.9653,5175752.0659,1644,76,0,0.150000005960464,07630000,Ramp,Non-Continuous,4.6,Dual Loop,Inc On Ramp,11 - Canterbury,28,3381,3319,3406,3744,3196,Regional Non-Continuous
1565809.5511,5178113.7823,1645,76,11,0.259999990463257,07630011,Ramp,Non-Continuous,5.3,Dual Loop,Curletts Road overbridge Inc on ramp,11 - Canterbury,28,2203,2337,2149,1975,2081,Regional Non-Continuous
1565743.5755,5178131.773,1646,76,11,0.200000002980232,07640011,Ramp,Virtual,3.3,Virtual,Curletts Road overbridge Dec off ramp,11 - Canterbury,,2156,1817,1520,2100,2617,Virtual
1568626.4612,5178318.8107,1647,76,3,5,07650008,Ramp,Non-Continuous,2.6,Dual Loop,Jerrold Street Eastbound Dec on ramp,11 - Canterbury,28,6491,6101,5849,5736,5215,Regional Non-Continuous
1565930.4981,5178281.7236,1648,76,3,8,07650011,Ramp,Non-Continuous,5.4,Dual Loop,Curletts Road overbridge Dec on ramp,11 - Canterbury,30,9337,9051,9028,9383,8493,Regional Non-Continuous
1568689.439,5178261.835,1649,76,3,5,07660008,Ramp,Non-Continuous,2.8,Dual Loop,Jerrold Street Westbound Inc off ramp,11 - Canterbury,28,5198,5110,4783,4706,4175,Regional Non-Continuous
1566166.4071,5178306.723,1650,76,3,0.200000002980232,07660011,Ramp,Virtual,5,Virtual,Curletts Road Overbridge Inc off ramp,11 - Canterbury,,9454,9843,10052,9205,8638,Virtual
1498963.8853,5138132.1562,1651,77,0,0.360000014305115,07700000,Both,Non-Continuous,5.9,Single Loop,Ashburton - Kermode St West of S H 1 Junction,11 - Canterbury,43,10031,10083,9933,10018,9173,Regional Non-Continuous
1498812.7694,5138876.9578,1652,77,0,1.12999999523163,07700001,Both,Non-Continuous,6.7,Single Loop,Ashburton - Alford Forest Rd Nth of Oak Grove,11 - Canterbury,43,7538,7675,7634,7601,6883,Regional Non-Continuous
1498177.9545,5143820.7477,1653,77,0,6.36999988555908,07700006,Both,Continuous,7.1,Dual Loop,Ashburton - Nth of Racecourse Rd,11 - Canterbury,365,2255,2228,2297,2280,2082,Regional Continuous
1490429.4419,5164279.4465,1654,77,17,13.1899995803833,07700030,Both,Non-Continuous,11.5,Single Loop,Methven - Sth of Reynolds Rd,11 - Canterbury,28,1711,1724,1778,1795,1564,Regional Non-Continuous
1490865.9312,5168127.7682,1655,77,33,0.200000002980232,07700033,Both,Non-Continuous,6,Dual Loop,Methven - Nth of Alford Forest Rd,11 - Canterbury,28,3309,3527,3473,3705,3400,Regional Non-Continuous
1491110.6549,5170384.3655,1656,77,33,2.50999999046326,07700036,Both,Non-Continuous,14.3,Single Loop,Methven - Sth of Mount Hutt Rd,11 - Canterbury,35,1205,1339,1317,1355,1356,Regional Non-Continuous
1486899.1517,5173582.3757,1657,77,33,8,07700041,Both,Non-Continuous,12.8,Tube,Methven - Waimarama Rd,11 - Canterbury,28,312,448,505,482,391,Regional Non-Continuous
1487891.5775,5178563.5802,1658,77,43,5,07700048,Both,Non-Continuous,14.2,Tube,Mount Hutt Station - Sth of Mount Hutt Station Rd Junction,11 - Canterbury,28,833,910,957,1027,839,Regional Non-Continuous
1488693.3149,5180218.3434,1659,77,43,6.98000001907349,07700050,Both,Continuous,18.4,Dual Loop,Rakaia Gorge - 0.25km Nth of Blackford Rd,11 - Canterbury,365,1267,1340,1379,1501,1301,Regional Continuous
1519643.0313,5185731.0756,1660,77,79,6.69999980926514,07700086,Both,Non-Continuous,13.2,Single Loop,Sth of Homebush Corner,11 - Canterbury,27,2515,2678,2598,2522,2295,Regional Non-Continuous
1520418.829,5185705.1239,1661,77,79,7.5,07700087,Both,Non-Continuous,12.7,Single Loop,Bangor Rd - East of Homebush School Access,11 - Canterbury,27,1767,1889,1791,1836,1980,Regional Non-Continuous
1527277.0174,5184583.7923,1662,77,79,14.4799995422363,07700094,Both,Non-Continuous,11.5,Single Loop,West of SH73 Junction,11 - Canterbury,27,2815,3007,2886,2673,3158,Regional Non-Continuous
1460711.0149,5083083.5599,1663,78,0,0.850000023841858,07800001,Both,Non-Continuous,17,Dual Loop,Timaru - Port Loop Rd Just Nth of Marine Parade,11 - Canterbury,42,3281,3275,3340,3567,3977,Regional Non-Continuous
1462103.9011,5121789.011,1664,79,0,8.38000011444092,07900009,Both,Non-Continuous,10.9,Dual Loop,Upper Orari - East of Orari Bridge,11 - Canterbury,42,1378,1481,1563,1577,1297,Regional Non-Continuous
1460583.2607,5121040.6567,1665,79,9,1.39999997615814,07900010,Both,Continuous,8.4,Dual Loop,Upper Orari - Near Upper Orari Hall,11 - Canterbury,365,3395,3550,3720,3792,3252,Regional Continuous
1459139.8466,5116042.6895,1666,79,15,0.5,07900015,Both,Non-Continuous,9.7,Dual Loop,Geraldine - Cox St Nth of Lewis St,11 - Canterbury,43,3412,3520,3558,3753,3348,Regional Non-Continuous
1451366.0549,5114061.4329,1667,79,15,10.0699996948242,07900025,Both,Non-Continuous,17.9,Dual Loop,Gapes Valley - Toomeys Bridge,11 - Canterbury,50,2101,2230,2349,2461,2019,Regional Non-Continuous
1427376.8149,5115536.8324,1668,79,46,13.6780004501343,07900059,Both,Non-Continuous,8.4,Dual Loop,Fairlie - East of SH8,11 - Canterbury,50,2178,2315,2515,2576,2115,Regional Non-Continuous
1426448.9271,5115037.513,1669,79,46,14.75,07900061,Both,Non-Continuous,12.6,Single Loop,Fairlie - Between Bridge and Grey Sts,11 - Canterbury,49,3006,3310,3575,3668,3109,Regional Non-Continuous
1581726.0531,5284683.2424,1670,7A,0,0.00999999977648258,07A00000,Both,Non-Continuous,10.3,Tube,Nth of SH7 Junction (Hanmer Turnoff),11 - Canterbury,28,2255,2077,2272,2088,1780,Regional Non-Continuous
